hit_id,ch0,ch1,value
32457,63,651,0.0662059
32457,65,640,0.0550477
32457,64,641,0.033236
32457,65,638,0.0684501
32457,65,636,0.0544133
32457,64,644,0.0663283
32457,65,639,0.0599614
32457,63,654,0.0163206
32457,64,642,0.0615315
32457,64,647,0.056686
32457,65,632,0.00763431
32457,64,646,0.0528986
32457,66,631,0.0558736
32458,46,507,0.0625743
32458,46,516,0.0662529
32458,46,511,0.0629949
32458,46,510,0.0538266
32458,46,509,0.0640292
32458,46,502,0.054667
32458,46,515,0.0616944
32458,46,518,0.0111389
32458,46,506,0.0621974
32458,46,501,0.00208099
32458,46,503,0.0602585
32458,46,513,0.0497055
32458,46,505,0.0663688
32458,46,517,0.0629953
32458,46,514,0.0555672
32458,46,508,0.0695121
32458,46,512,0.069733
32458,46,504,0.0567546
32459,3,1193,0.0537842
32459,3,1204,0.0575502
32459,2,1213,0.0482623
32459,2,1216,0.0260244
32459,4,1192,0.0354386
32459,3,1205,0.0615473
32459,3,1198,0.0609828
32459,2,1215,0.0567795
32459,2,1214,0.0528298
32459,3,1197,0.0641711
32459,3,1200,0.0610068
32459,2,1208,0.0538251
32459,3,1194,0.0647039
32459,3,1192,0.0245358
32459,3,1199,0.0450616
32459,2,1207,0.0551912
32459,3,1202,0.0608849
32459,2,1209,0.0563061
32459,3,1201,0.048604
32459,4,1191,0.0503826
32459,2,1211,0.0498797
32459,2,1210,0.0557728
32459,3,1195,0.0606906
32459,3,1203,0.0554626
32459,2,1212,0.0611241
32459,3,1206,0.0561572
32459,2,1206,0.00473946
32459,3,1196,0.052589
32460,78,609,0.058502
32460,79,608,0.0529644
32460,77,620,0.0447756
32460,77,617,0.0117624
32460,79,601,0.0546446
32460,78,610,0.0658382
32460,78,612,0.0538103
32460,80,598,0.0568378
32460,79,606,0.0634932
32460,80,600,0.0181608
32460,78,615,0.0567197
32460,79,605,0.0578265
32460,79,603,0.0543023
32460,78,611,0.0613723
32460,80,599,0.0630749
32460,78,613,0.0583079
32460,79,609,0.00430464
32460,80,597,0.0616042
32460,79,600,0.0328216
32460,77,619,0.0511351
32460,79,602,0.0684358
32460,78,616,0.0593423
32460,78,614,0.0736322
32460,78,617,0.047062
32460,77,618,0.0550577
32460,79,604,0.0569105
32460,79,607,0.0593837
32460,80,596,0.0109823
32461,305,682,0.0618911
32461,305,676,0.0526741
32461,305,683,0.0557054
32461,305,685,0.0579727
32461,305,678,0.0560893
32461,305,687,0.0452727
32461,305,671,0.0461613
32461,305,674,0.0589518
32461,305,672,0.06078
32461,305,665,0.0505153
32461,304,688,0.032134
32461,305,686,0.0653696
32461,305,666,0.0523439
32461,305,680,0.0623142
32461,305,677,0.0664437
32461,305,668,0.0584181
32461,305,669,0.0517699
32461,305,679,0.0650341
32461,305,670,0.0581486
32461,305,684,0.0606281
32461,304,687,0.017186
32461,305,681,0.0512277
32461,305,675,0.058584
32461,305,664,0.0147323
32461,305,667,0.0586076
32461,305,673,0.0643842
32462,220,410,0.0427304
32462,221,398,0.0540964
32462,220,419,0.0562296
32462,221,399,0.0631141
32462,220,420,0.0574835
32462,220,415,0.0580637
32462,221,402,0.0615901
32462,221,401,0.0539305
32462,221,407,0.053686
32462,220,412,0.0568993
32462,221,406,0.0615632
32462,221,405,0.0470193
32462,221,403,0.0570518
32462,220,413,0.0563707
32462,220,414,0.0615428
32462,220,418,0.0568743
32462,221,408,0.0493651
32462,220,411,0.0655714
32462,220,409,0.0457915
32462,221,409,0.0152824
32462,221,400,0.0659371
32462,220,417,0.0627701
32462,220,416,0.0499424
32462,221,404,0.0600548
32463,221,114,0.0540295
32463,221,109,0.0298424
32463,223,97,0.061162
32463,222,108,0.0675151
32463,221,113,0.0620932
32463,222,99,0.0570222
32463,221,112,0.0623622
32463,222,105,0.0661251
32463,222,109,0.031045
32463,223,96,0.0415193
32463,222,103,0.054575
32463,221,116,0.0338101
32463,222,102,0.0549445
32463,223,98,0.00440938
32463,222,107,0.0657633
32463,222,106,0.0526044
32463,222,101,0.062464
32463,221,111,0.0659663
32463,221,115,0.0630017
32463,222,98,0.0527473
32463,222,104,0.0705057
32463,222,100,0.0559011
32463,221,110,0.0537396
32464,333,1103,0.0519225
32464,333,1096,0.0551372
32464,333,1097,0.0644966
32464,334,1083,0.0661096
32464,334,1084,0.0654213
32464,334,1087,0.061341
32464,333,1098,0.0623274
32464,333,1093,0.0490849
32464,333,1095,0.0574465
32464,333,1090,0.0596556
32464,334,1086,0.0501819
32464,333,1101,0.0465204
32464,333,1106,0.0645645
32464,334,1085,0.061055
32464,334,1088,0.0272257
32464,333,1094,0.0698202
32464,332,1108,0.0149313
32464,333,1092,0.0454636
32464,332,1107,0.0154301
32464,333,1107,0.0410343
32464,334,1082,0.0210644
32464,333,1102,0.0526167
32464,333,1091,0.0478221
32464,333,1099,0.0548155
32464,333,1105,0.0584224
32464,333,1089,0.0642451
32464,333,1100,0.0479267
32464,333,1088,0.0281849
32464,333,1104,0.0589122
32465,161,212,0.0663744
32465,160,223,0.0533821
32465,161,206,0.0573257
32465,161,218,0.0571384
32465,161,210,0.0674978
32465,160,219,0.0550763
32465,160,218,0.0044981
32465,160,221,0.0604694
32465,161,215,0.0481499
32465,160,222,0.0604318
32465,161,208,0.051365
32465,161,204,0.0202177
32465,160,220,0.0563764
32465,161,216,0.0595251
32465,161,211,0.0589293
32465,161,217,0.0572502
32465,160,226,0.000936463
32465,161,207,0.0632293
32465,161,209,0.0567858
32465,160,224,0.0576454
32465,161,213,0.0545079
32465,161,205,0.0471611
32465,160,225,0.0570139
32465,161,214,0.0609849
32466,104,661,0.0630788
32466,104,656,0.0504122
32466,104,657,0.058322
32466,104,655,0.0569515
32466,104,662,0.0557079
32466,104,666,0.0555425
32466,104,671,0.04715
32466,104,663,0.0573501
32466,104,652,0.054238
32466,105,648,0.0525567
32466,105,649,0.0531484
32466,104,653,0.0571369
32466,105,651,0.0498807
32466,105,650,0.0604879
32466,104,658,0.0513383
32466,104,660,0.0452024
32466,104,654,0.0544056
32466,104,665,0.0587369
32466,104,670,0.0608359
32466,104,668,0.0488608
32466,104,669,0.0726148
32466,104,651,0.00991832
32466,104,664,0.0567221
32466,104,667,0.0647786
32466,104,659,0.0540671
32467,319,538,0.0546717
32467,320,531,0.0623553
32467,320,528,0.0530045
32467,320,521,0.0585534
32467,320,524,0.0541557
32467,319,541,0.00856754
32467,320,525,0.0601196
32467,319,535,0.0110153
32467,320,533,0.0527326
32467,320,519,0.0533228
32467,319,537,0.0633372
32467,320,535,0.0456173
32467,319,539,0.0527013
32467,320,523,0.0571851
32467,320,520,0.0536913
32467,320,527,0.0500547
32467,320,530,0.0590178
32467,320,529,0.0555602
32467,320,518,0.0361819
32467,319,540,0.0583872
32467,320,532,0.0563969
32467,320,526,0.0556584
32467,320,534,0.0602413
32467,320,522,0.0592846
32467,319,536,0.0620925
32468,84,1020,0.0561011
32468,84,1014,0.0539639
32468,84,1019,0.0587739
32468,84,1018,0.0664459
32468,84,1016,0.074474
32468,84,1021,0.0753177
32468,84,1022,0.029879
32468,84,1017,0.0683158
32468,84,1015,0.0711091
32469,230,873,0.0237919
32469,230,872,0.059097
32469,230,861,0.0564399
32469,230,856,0.0644955
32469,230,871,0.0523863
32469,230,866,0.0526285
32469,230,870,0.0435141
32469,229,873,0.0335394
32469,230,867,0.0589822
32469,230,864,0.0543985
32469,230,868,0.0542825
32469,230,869,0.0623784
32469,230,865,0.0624931
32469,230,858,0.0612666
32469,230,863,0.0503314
32469,230,853,0.0517142
32469,230,854,0.0604545
32469,229,875,0.0120054
32469,230,857,0.0598246
32469,230,855,0.0645065
32469,230,851,0.0504078
32469,230,859,0.054292
32469,230,860,0.0540249
32469,230,862,0.0515323
32469,229,874,0.0520524
32469,230,852,0.0599076
32470,35,664,0.0295404
32470,34,673,0.0633603
32470,33,678,0.05843
32470,33,675,0.0550805
32470,34,674,0.0299203
32470,34,668,0.0584638
32470,35,662,0.0538515
32470,34,665,0.0539606
32470,33,676,0.0512653
32470,33,683,0.0602779
32470,32,685,0.0486136
32470,33,684,0.0286559
32470,32,684,0.0343717
32470,33,679,0.056202
32470,34,666,0.056085
32470,34,671,0.0524631
32470,34,669,0.0545245
32470,35,663,0.0521197
32470,33,680,0.0592536
32470,34,667,0.05085
32470,34,664,0.0351563
32470,33,677,0.0697135
32470,34,670,0.0630443
32470,34,672,0.0604428
32470,33,674,0.0327256
32470,33,681,0.0589401
32470,33,682,0.0587151
32471,59,967,0.0615582
32471,59,968,0.0472558
32471,59,969,0.055181
32471,59,974,0.0553688
32471,58,989,0.0606237
32471,59,976,0.0568718
32471,59,980,0.0579689
32471,59,971,0.0507224
32471,59,972,0.0557723
32471,58,986,0.0728335
32471,58,988,0.0605089
32471,58,983,0.0517511
32471,59,973,0.0541056
32471,58,982,0.0637617
32471,58,980,0.00389239
32471,59,977,0.053392
32471,59,970,0.0474898
32471,59,966,0.0530347
32471,59,978,0.0539094
32471,58,984,0.0545368
32471,58,987,0.0566171
32471,59,965,0.031798
32471,58,985,0.056098
32471,58,981,0.0646745
32471,58,990,0.0196512
32471,59,975,0.0657907
32471,59,979,0.0578893
32472,108,791,0.0557227
32472,108,789,0.0581789
32472,109,778,0.0583321
32472,109,777,0.0667156
32472,107,795,0.0215032
32472,109,770,0.0152928
32472,108,781,0.0598209
32472,108,785,0.0522149
32472,109,779,0.0526526
32472,109,780,0.0318709
32472,108,787,0.0595934
32472,109,773,0.0698749
32472,107,791,0.00311588
32472,109,774,0.0626781
32472,108,783,0.0603571
32472,107,794,0.0646264
32472,108,780,0.0278291
32472,107,792,0.0658635
32472,107,793,0.059472
32472,108,782,0.0448543
32472,109,776,0.0466719
32472,109,772,0.0618589
32472,109,771,0.0610793
32472,108,786,0.0512193
32472,108,784,0.066046
32472,108,788,0.062655
32472,109,775,0.0567962
32472,108,790,0.0419468
32473,21,848,0.00531948
32473,21,840,0.0481269
32473,22,829,0.0579146
32473,22,836,0.058256
32473,21,838,0.0730704
32473,21,837,0.00775449
32473,22,828,0.0485995
32473,22,831,0.0533341
32473,22,832,0.0542191
32473,23,823,0.00803465
32473,22,834,0.0549317
32473,22,827,0.0594022
32473,21,841,0.0646725
32473,21,842,0.0679523
32473,23,824,0.0206304
32473,22,825,0.0636587
32473,21,839,0.0575194
32473,22,826,0.052285
32473,21,844,0.052
32473,22,830,0.0533568
32473,22,824,0.0325514
32473,22,833,0.0636764
32473,21,845,0.0631031
32473,21,847,0.0533924
32473,22,835,0.0596863
32473,21,843,0.0598279
32473,22,837,0.0492308
32473,21,846,0.0604498
32474,139,927,0.0563723
32474,137,941,0.0294819
32474,139,925,0.0591345
32474,138,936,0.0575033
32474,139,921,0.0624877
32474,140,915,0.0422909
32474,137,940,0.0345824
32474,138,939,0.0664611
32474,140,916,0.0602644
32474,139,929,0.000509052
32474,138,940,0.0253694
32474,139,926,0.0547525
32474,139,920,0.0544256
32474,139,922,0.0531813
32474,138,937,0.0513608
32474,138,932,0.053211
32474,139,924,0.0538262
32474,138,929,0.0543626
32474,138,931,0.0653101
32474,138,930,0.0549704
32474,138,934,0.0546692
32474,139,918,0.0602594
32474,139,919,0.0664259
32474,139,917,0.0256164
32474,139,923,0.0590176
32474,140,917,0.0370553
32474,139,928,0.0540181
32474,138,935,0.0601637
32474,138,933,0.0497797
32474,138,938,0.0456657
32475,190,161,0.0541952
32475,189,162,0.00578039
32475,189,167,0.0508574
32475,190,160,0.0620431
32475,190,156,0.0533649
32475,190,152,0.0639997
32475,190,150,0.0356614
32475,190,158,0.0515386
32475,190,155,0.0533034
32475,189,168,0.0545333
32475,189,169,0.052225
32475,189,166,0.0590152
32475,189,171,0.0566148
32475,190,162,0.0497845
32475,189,172,0.00510433
32475,189,170,0.062479
32475,190,154,0.049611
32475,189,165,0.049941
32475,190,157,0.0384134
32475,190,151,0.050136
32475,189,164,0.06068
32475,189,163,0.058433
32475,190,159,0.0519215
32475,190,153,0.0611438
32476,258,485,0.0622994
32476,259,469,0.0542381
32476,258,490,0.0528124
32476,258,481,0.0629723
32476,258,483,0.0524852
32476,258,472,0.0220492
32476,258,484,0.0588224
32476,258,489,0.060036
32476,258,474,0.0626484
32476,258,482,0.0711368
32476,259,471,0.0581225
32476,259,468,0.0456675
32476,258,487,0.0596654
32476,258,480,0.0512351
32476,258,478,0.0605732
32476,259,472,0.0286223
32476,259,470,0.0577196
32476,258,475,0.0594565
32476,258,488,0.0591758
32476,258,476,0.0576179
32476,258,473,0.0591497
32476,258,486,0.0504264
32476,258,477,0.0675804
32476,258,479,0.0671011
32477,46,1242,0.0315529
32477,46,1252,0.0462583
32477,47,1241,0.0548519
32477,45,1259,0.0498327
32477,47,1239,0.0553348
32477,45,1260,0.0134025
32477,45,1257,0.0669011
32477,47,1237,0.0544064
32477,47,1242,0.0284699
32477,45,1254,0.0538012
32477,46,1243,0.0546566
32477,46,1248,0.0489844
32477,46,1245,0.0598895
32477,45,1252,0.0111574
32477,46,1251,0.0531338
32477,47,1236,0.0521088
32477,46,1249,0.0497619
32477,47,1235,0.0546416
32477,47,1234,0.0706564
32477,47,1233,0.0324777
32477,46,1246,0.0560381
32477,45,1253,0.0581655
32477,46,1247,0.0704417
32477,47,1240,0.065635
32477,46,1250,0.0590385
32477,45,1256,0.0675552
32477,46,1244,0.06289
32477,45,1255,0.0586922
32477,45,1258,0.0519933
32477,47,1238,0.0651238
32478,292,111,0.0573981
32478,293,102,0.05186
32478,293,105,0.0498931
32478,292,110,0.0588539
32478,292,107,0.00647783
32478,292,113,0.0538798
32478,292,119,0.0691184
32478,292,112,0.0603302
32478,293,104,0.0586765
32478,293,98,0.0277008
32478,292,109,0.0577765
32478,292,115,0.05515
32478,292,117,0.0670073
32478,293,103,0.0580331
32478,292,120,0.0566033
32478,292,114,0.0593204
32478,293,106,0.0657893
32478,293,107,0.0462911
32478,293,99,0.0490333
32478,292,108,0.0632868
32478,293,101,0.0628756
32478,292,116,0.0492487
32478,293,100,0.0584072
32478,292,118,0.0662336
32479,253,1245,0.069759
32479,253,1246,0.0621857
32479,253,1242,0.0713642
32479,253,1244,0.0687496
32479,253,1243,0.0599736
32479,253,1240,0.0104001
32479,253,1241,0.0672816
32479,253,1247,0.0582792
32480,293,122,0.0548458
32480,293,131,0.0559659
32480,293,120,0.059687
32480,293,134,0.0557442
32480,293,124,0.0623899
32480,293,125,0.0616607
32480,293,127,0.0472941
32480,293,133,0.0648271
32480,293,117,0.0593226
32480,293,130,0.0582827
32480,293,119,0.0631448
32480,293,123,0.0581706
32480,293,114,0.00202625
32480,293,121,0.0512576
32480,293,129,0.059064
32480,293,132,0.0590253
32480,293,118,0.0592091
32480,293,128,0.0588937
32480,293,116,0.0587603
32480,293,115,0.0591484
32480,293,126,0.0593621
32480,293,135,0.0360977
32481,313,943,0.0536293
32481,313,935,0.0540405
32481,312,953,0.0211602
32481,313,937,0.0544278
32481,312,946,0.0570435
32481,313,938,0.0560251
32481,313,942,0.0467906
32481,313,941,0.0624297
32481,312,952,0.0600639
32481,313,931,0.0543819
32481,312,945,0.0206865
32481,313,940,0.0556877
32481,313,929,0.0551517
32481,312,947,0.0558944
32481,313,932,0.065747
32481,313,928,0.0330275
32481,312,949,0.0593268
32481,312,951,0.0561853
32481,312,950,0.059457
32481,313,933,0.063111
32481,313,945,0.037841
32481,313,944,0.0630262
32481,313,939,0.0566146
32481,313,930,0.0602772
32481,313,936,0.0597299
32481,312,948,0.0545252
32481,313,934,0.0476486
32482,296,263,0.0566911
32482,296,275,0.0503591
32482,296,277,0.0656472
32482,296,268,0.0685355
32482,296,282,0.0579724
32482,296,276,0.0551134
32482,296,266,0.0608928
32482,296,272,0.0533573
32482,296,264,0.0610076
32482,296,280,0.0608115
32482,296,262,0.0646271
32482,296,273,0.051912
32482,296,281,0.0608202
32482,296,267,0.0669291
32482,296,279,0.0588689
32482,296,278,0.0617204
32482,296,274,0.0526587
32482,296,269,0.0486556
32482,296,270,0.0564083
32482,296,261,0.0361679
32482,296,283,0.0500091
32482,296,265,0.0573745
32482,296,271,0.0663544
32483,11,265,0.0674961
32483,10,279,0.0632862
32483,10,276,0.0544254
32483,11,264,0.0587168
32483,11,269,0.0525128
32483,11,272,0.0576848
32483,10,282,0.00843406
32483,11,263,0.0635628
32483,10,280,0.0508732
32483,10,275,0.0505106
32483,11,273,0.0616485
32483,10,277,0.0692899
32483,11,274,0.0156444
32483,10,281,0.0635076
32483,11,267,0.0547553
32483,10,274,0.042967
32483,11,261,0.0364816
32483,10,278,0.0600529
32483,11,266,0.0636607
32483,11,270,0.0477085
32483,11,262,0.0668302
32483,11,268,0.0626376
32483,12,261,0.00988539
32483,11,271,0.0685354
32484,325,114,0.0518093
32484,326,114,0.00605298
32484,325,130,0.0569094
32484,325,125,0.0524429
32484,325,129,0.058378
32484,325,118,0.0643299
32484,325,119,0.0597143
32484,325,122,0.0526763
32484,325,126,0.0596707
32484,325,131,0.0713678
32484,325,124,0.0610233
32484,326,111,0.0242614
32484,325,121,0.0627855
32484,325,128,0.0544904
32484,326,112,0.0586165
32484,325,132,0.0549171
32484,325,127,0.0690387
32484,325,120,0.0612028
32484,325,115,0.0580799
32484,326,113,0.0551691
32484,325,133,0.00963124
32484,325,116,0.0546143
32484,325,117,0.0515307
32484,325,123,0.0563176
32485,30,1089,0.00307928
32485,28,1104,0.044668
32485,29,1095,0.0565673
32485,28,1106,0.0550488
32485,28,1111,0.0641322
32485,28,1114,0.0297091
32485,29,1099,0.0507599
32485,29,1096,0.0592422
32485,28,1109,0.0553682
32485,28,1113,0.0589941
32485,29,1097,0.0532663
32485,29,1092,0.0548598
32485,28,1105,0.0559164
32485,29,1091,0.0560407
32485,29,1089,0.0518367
32485,28,1102,0.0632823
32485,29,1098,0.0542939
32485,29,1090,0.0584082
32485,28,1108,0.0572442
32485,29,1093,0.0636475
32485,29,1094,0.0576791
32485,28,1110,0.0547748
32485,28,1112,0.0643766
32485,29,1101,0.0525993
32485,28,1101,0.000278303
32485,29,1100,0.062141
32485,28,1107,0.0600851
32485,28,1103,0.0585618
32486,15,122,0.0347256
32486,14,139,0.0555963
32486,14,138,0.0522984
32486,14,136,0.0638342
32486,16,121,0.0649917
32486,16,122,0.0206704
32486,15,130,0.0487458
32486,15,128,0.0581854
32486,14,133,0.0532087
32486,14,140,0.0586051
32486,15,132,0.052785
32486,15,129,0.0557964
32486,14,134,0.0542564
32486,15,126,0.0650342
32486,16,120,0.0179062
32486,14,137,0.0573562
32486,15,125,0.0706771
32486,14,135,0.0531322
32486,15,131,0.06764
32486,15,124,0.0626602
32486,14,132,0.0129863
32486,15,123,0.0635255
32486,15,127,0.0560804
32487,165,226,0.0511219
32487,165,225,0.0593703
32487,166,216,0.0535745
32487,165,222,0.0647904
32487,166,214,0.0629825
32487,166,213,0.0647383
32487,166,219,0.0486368
32487,166,218,0.058555
32487,165,221,0.029901
32487,166,212,0.0450498
32487,166,217,0.0593617
32487,165,224,0.0600973
32487,166,211,0.0477961
32487,165,227,0.0587167
32487,165,231,0.053565
32487,166,220,0.0566499
32487,165,230,0.0603524
32487,165,232,0.0335845
32487,166,215,0.0621165
32487,165,223,0.0634091
32487,165,229,0.0650743
32487,166,221,0.031486
32487,165,228,0.0593685
32488,2,279,0.0107316
32488,2,274,0.0596195
32488,2,270,0.00748216
32488,1,285,0.0370197
32488,3,264,0.0619469
32488,2,277,0.0563016
32488,3,268,0.0630629
32488,1,281,0.0644373
32488,3,269,0.0592439
32488,2,276,0.0619179
32488,3,262,0.0318664
32488,3,270,0.0539666
32488,2,271,0.0552182
32488,2,275,0.0642747
32488,2,273,0.0614988
32488,3,267,0.0619701
32488,3,266,0.0606205
32488,1,280,0.0524872
32488,1,283,0.0553171
32488,4,262,0.0186505
32488,3,265,0.0662108
32488,1,279,0.0411059
32488,1,284,0.0630472
32488,2,272,0.0598956
32488,3,263,0.0507527
32488,1,282,0.0485511
32488,2,278,0.0507656
32489,274,354,0.0599901
32489,274,346,0.0615701
32489,274,344,0.051358
32489,274,353,0.0436103
32489,274,341,0.0430658
32489,274,349,0.0552869
32489,274,335,0.0521377
32489,274,337,0.0676114
32489,274,351,0.0476169
32489,274,356,0.0546977
32489,274,352,0.0560385
32489,274,357,0.0228585
32489,274,343,0.0639629
32489,274,345,0.0548691
32489,274,350,0.0591138
32489,274,348,0.0598767
32489,274,342,0.0570384
32489,274,339,0.0457863
32489,274,355,0.0717434
32489,274,338,0.0551964
32489,274,347,0.0566142
32489,274,336,0.0552583
32489,274,340,0.0617413
32489,274,334,0.0146674
32490,212,210,0.0673569
32490,213,195,0.0512861
32490,212,211,0.0608503
32490,212,212,0.0591626
32490,212,206,0.0522936
32490,212,204,0.054929
32490,213,201,0.0178283
32490,212,213,0.0493404
32490,212,208,0.0590343
32490,212,209,0.062632
32490,213,199,0.0625514
32490,212,202,0.0509068
32490,212,203,0.0463511
32490,213,197,0.0591218
32490,212,215,0.0480313
32490,212,205,0.0602357
32490,212,207,0.0624752
32490,213,196,0.0498512
32490,213,194,0.0418076
32490,213,200,0.0505906
32490,213,198,0.0638873
32490,212,214,0.06941
32490,212,201,0.0429831
32491,101,531,0.0654313
32491,101,539,0.00704056
32491,101,533,0.0489647
32491,100,545,0.0459605
32491,100,544,0.0649209
32491,101,529,0.0624142
32491,100,542,0.0525037
32491,100,547,0.0602995
32491,101,538,0.0596412
32491,100,548,0.0623045
32491,101,532,0.0420093
32491,101,536,0.0658632
32491,101,535,0.0561585
32491,100,540,0.0511231
32491,100,550,0.045066
32491,101,530,0.0702928
32491,100,541,0.0534704
32491,100,539,0.041891
32491,100,546,0.0539884
32491,100,549,0.0624627
32491,101,534,0.0537284
32491,100,543,0.0568668
32491,101,537,0.0637758
32491,101,528,0.0478119
32492,139,1167,0.0581727
32492,140,1161,0.0554997
32492,139,1166,0.061285
32492,140,1163,0.0591281
32492,140,1155,0.0529858
32492,139,1172,0.0537513
32492,140,1159,0.0671804
32492,140,1153,0.0435477
32492,140,1157,0.0490685
32492,139,1174,0.0680926
32492,139,1168,0.0640835
32492,140,1154,0.0531163
32492,140,1156,0.0604341
32492,141,1150,0.0617075
32492,140,1164,0.0333037
32492,139,1170,0.0596639
32492,141,1149,0.0483271
32492,139,1175,0.0132517
32492,140,1162,0.060395
32492,139,1173,0.0531345
32492,139,1169,0.0539916
32492,141,1151,0.0600061
32492,139,1164,0.0257859
32492,141,1152,0.0620164
32492,141,1153,0.0118245
32492,140,1158,0.0599474
32492,140,1160,0.0544092
32492,139,1165,0.0565371
32492,139,1171,0.0598754
32493,238,735,0.0585
32493,238,745,0.00312391
32493,237,750,0.0505129
32493,237,755,0.00914863
32493,238,736,0.0578105
32493,238,738,0.0576471
32493,237,753,0.0569778
32493,237,751,0.0606316
32493,237,746,0.0734662
32493,238,731,0.0603473
32493,238,740,0.0558019
32493,238,734,0.0511421
32493,238,741,0.0595949
32493,237,747,0.0570164
32493,237,752,0.0566695
32493,237,745,0.0556492
32493,237,749,0.0443748
32493,238,733,0.0634358
32493,238,744,0.0685848
32493,238,737,0.0566582
32493,238,742,0.0532817
32493,238,732,0.0586313
32493,237,748,0.0525552
32493,237,754,0.0568422
32493,238,743,0.058003
32493,238,739,0.059563
32494,294,894,0.0594647
32494,294,907,0.042183
32494,294,898,0.0537756
32494,293,914,0.0301254
32494,294,892,0.00945058
32494,293,908,0.0679141
32494,293,912,0.0628364
32494,295,888,0.0205724
32494,294,906,0.0516622
32494,294,900,0.0504612
32494,295,892,0.0528261
32494,294,902,0.0556461
32494,294,895,0.0630929
32494,294,893,0.0589145
32494,295,891,0.0480537
32494,294,901,0.0549142
32494,295,890,0.057714
32494,293,907,0.0149431
32494,293,910,0.0666495
32494,294,905,0.0635709
32494,295,889,0.0571187
32494,293,909,0.0579154
32494,294,897,0.0532655
32494,294,896,0.061806
32494,294,899,0.0645333
32494,294,903,0.0606041
32494,293,911,0.0633413
32494,294,904,0.0567874
32494,293,913,0.0516988
32495,301,149,0.047111
32495,301,147,0.0461794
32495,301,141,0.0558685
32495,300,149,0.0156369
32495,302,128,0.0355158
32495,302,134,0.0611154
32495,300,151,0.000497022
32495,301,136,0.0341175
32495,301,138,0.0642447
32495,301,140,0.0529234
32495,301,148,0.0542325
32495,301,137,0.0577877
32495,302,136,0.0224104
32495,301,146,0.062077
32495,302,133,0.0603028
32495,301,142,0.0542335
32495,301,144,0.0500145
32495,301,143,0.0686091
32495,301,139,0.0520515
32495,301,145,0.0591752
32495,302,129,0.0580688
32495,302,130,0.0650373
32495,300,150,0.0617263
32495,302,132,0.0581844
32495,302,135,0.0508547
32495,302,131,0.0579046
32496,189,1145,0.0583515
32496,190,1142,0.00682959
32496,189,1149,0.049893
32496,189,1142,0.0540115
32496,190,1127,0.0544162
32496,190,1132,0.0490621
32496,190,1134,0.0634518
32496,190,1128,0.0715063
32496,189,1148,0.057201
32496,190,1138,0.0653245
32496,190,1125,0.03611
32496,190,1129,0.0488648
32496,189,1147,0.0687801
32496,190,1137,0.0596461
32496,190,1126,0.0744405
32496,190,1133,0.0591772
32496,189,1146,0.0589788
32496,190,1139,0.0593799
32496,190,1136,0.0471637
32496,190,1131,0.0541144
32496,190,1135,0.0677493
32496,189,1143,0.0606157
32496,190,1130,0.0601015
32496,189,1144,0.0552861
32496,190,1141,0.0561678
32496,190,1140,0.0633818
32497,33,914,0.0647093
32497,34,924,0.0286778
32497,35,925,0.0673452
32497,33,917,0.0623851
32497,34,920,0.0586412
32497,35,929,0.0593642
32497,34,919,0.0591767
32497,35,930,0.0350423
32497,34,918,0.0356169
32497,35,926,0.0765526
32497,33,913,0.05089
32497,35,928,0.0567611
32497,34,923,0.0579063
32497,33,916,0.0612945
32497,35,924,0.0284286
32497,33,918,0.0161145
32497,34,921,0.0537368
32497,33,912,0.0186488
32497,35,927,0.0526463
32497,34,922,0.051709
32497,33,915,0.0702428
32498,239,621,0.0587162
32498,240,619,0.0522819
32498,238,638,0.0450499
32498,240,620,0.0473767
32498,239,634,0.061342
32498,239,632,0.0617508
32498,240,616,0.0550325
32498,239,623,0.0552722
32498,239,628,0.0637718
32498,240,615,0.0618587
32498,239,633,0.0495177
32498,240,614,0.0212664
32498,239,620,0.0134239
32498,239,625,0.0624586
32498,239,630,0.0524299
32498,239,626,0.0645288
32498,239,635,0.048501
32498,238,635,0.0109521
32498,240,618,0.0588004
32498,239,622,0.0697001
32498,238,637,0.0531392
32498,239,629,0.0643758
32498,239,624,0.0565037
32498,239,631,0.0610079
32498,238,636,0.0636505
32498,239,627,0.0529323
32498,240,617,0.0443818
32499,302,139,0.054883
32499,301,139,0.100578
32499,300,139,0.0953831
32499,302,140,0.0401153
32499,303,140,0.0544102
32499,299,139,0.0108741
32500,103,810,0.0590838
32500,102,828,0.0547543
32500,103,816,0.06085
32500,103,812,0.0527701
32500,102,824,0.0473615
32500,102,823,0.0670652
32500,103,811,0.0616206
32500,102,820,0.0479982
32500,103,815,0.0514775
32500,104,806,0.0595809
32500,103,819,0.00829137
32500,103,808,0.033301
32500,102,822,0.0577155
32500,103,814,0.0651896
32500,103,813,0.0671807
32500,102,819,0.0418403
32500,104,808,0.0228925
32500,102,826,0.0709009
32500,103,818,0.0602093
32500,104,805,0.0413446
32500,101,829,0.000492541
32500,104,807,0.0515902
32500,103,817,0.0547377
32500,102,825,0.0555164
32500,102,821,0.0574975
32500,102,827,0.0610595
32500,102,829,0.0470225
32500,103,809,0.064154
32501,152,328,0.0612513
32501,151,337,0.0638529
32501,151,339,0.0530355
32501,152,329,0.0231994
32501,151,346,0.0560941
32501,151,333,0.0584371
32501,152,325,0.0596786
32501,151,335,0.068102
32501,151,345,0.0506078
32501,151,331,0.0565218
32501,152,324,0.000294281
